Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Currency
2022-06-27,1,1045000,50,1 out of 4,Carpet Area,Lowokwaru,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-05,3,6650000,1300,3 out of 4,Carpet Area,Panakkukang,Medan,Semi-Furnished,Bachelors,3,Contact Agent,IDR
2022-05-27,2,1710000,145,1 out of 3,Super Area,Umbulharjo,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-24,2,4180000,800,2 out of 3,Carpet Area,Kelapa Gading,Makassar,Unfurnished,Bachelors/Family,3,Contact Agent,IDR
2022-06-09,3,6650000,1100,1 out of 3,Super Area,Kebayoran Baru,Yogyakarta,Semi-Furnished,Bachelors/Family,4,Contact Owner,IDR
2022-05-02,1,2280000,450,2 out of 2,Super Area,Menteng,Denpasar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-28,2,1140000,300,3 out of 4,Carpet Area,Cilandak,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-19,2,4180000,1040,1 out of 2,Carpet Area,Wonokromo,Malang,Semi-Furnished,Bachelors,3,Contact Owner,IDR
2022-05-18,1,950000,25,2 out of 5,Carpet Area,Lowokwaru,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-04,2,3895000,900,Ground out of 9,Super Area,Panakkukang,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-28,2,1425000,1100,3 out of 4,Super Area,Umbulharjo,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-01,2,1045000,380,1 out of 1,Super Area,Kelapa Gading,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-02,3,4750000,450,2 out of 2,Carpet Area,Kebayoran Baru,Semarang,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-07-02,1,2470000,550,3 out of 4,Carpet Area,Menteng,Makassar,Semi-Furnished,Bachelors,1,Contact Agent,IDR
2022-06-04,1,950000,180,Ground out of 3,Super Area,Cilandak,Yogyakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-06,3,7600000,1650,1 out of 3,Carpet Area,Wonokromo,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-31,1,2375000,250,1 out of 5,Super Area,Lowokwaru,Palembang,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-29,1,1140000,400,Ground out of 5,Carpet Area,Panakkukang,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-04,2,2945000,900,Ground out of 3,Carpet Area,Umbulharjo,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-05-27,3,14250000,1900,2 out of 3,Super Area,Kelapa Gading,Surabaya,Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-06-12,3,6840000,892,2 out of 4,Carpet Area,Kebayoran Baru,Bandung,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-18,1,2470000,400,Ground out of 4,Carpet Area,Menteng,Medan,Semi-Furnished,Bachelors,1,Contact Agent,IDR
2022-06-29,3,8550000,100,1 out of 2,Carpet Area,Cilandak,Semarang,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-06-22,2,380000,60,1 out of 1,Super Area,Wonokromo,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-04,2,5320000,80,1 out of 5,Super Area,Lowokwaru,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-12,2,1710000,450,2 out of 4,Carpet Area,Panakkukang,Denpasar,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
2022-04-29,1,2280000,520,3 out of 4,Carpet Area,Umbulharjo,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-04-29,1,2470000,350,1 out of 5,Super Area,Kelapa Gading,Malang,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-04-29,2,2090000,600,2 out of 3,Carpet Area,Kebayoran Baru,Jakarta,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-07-07,3,6650000,950,1 out of 4,Carpet Area,Menteng,Surabaya,Furnished,Bachelors,2,Contact Agent,IDR
2022-05-13,2,1900000,450,1 out of 4,Carpet Area,Cilandak,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
2022-07-07,1,3800000,450,1 out of 4,Carpet Area,Wonokromo,Medan,Semi-Furnished,Bachelors,1,Contact Agent,IDR
2022-07-07,2,4750000,850,2 out of 4,Carpet Area,Lowokwaru,Semarang,Semi-Furnished,Bachelors,2,Contact Agent,IDR
2022-06-12,1,1520000,200,3 out of 4,Carpet Area,Panakkukang,Makassar,Unfurnished,Bachelors,1,Contact Agent,IDR
2022-07-08,4,28500000,3000,1 out of 4,Carpet Area,Umbulharjo,Yogyakarta,Semi-Furnished,Bachelors/Family,4,Contact Agent,IDR
2022-06-16,3,6840000,1500,2 out of 3,Carpet Area,Kelapa Gading,Denpasar,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-07-04,2,2280000,700,Ground out of 4,Super Area,Kebayoran Baru,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-10,1,1615000,530,Ground out of 3,Super Area,Menteng,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-27,3,3230000,800,2 out of 4,Carpet Area,Cilandak,Jakarta,Unfurnished,Bachelors,2,Contact Agent,IDR
2022-05-05,1,1425000,45,1 out of 5,Super Area,Wonokromo,Surabaya,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-05,1,3040000,900,3 out of 4,Super Area,Lowokwaru,Bandung,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-10,1,1710000,450,1 out of 4,Super Area,Panakkukang,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-10,2,1520000,650,1 out of 4,Super Area,Umbulharjo,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-10,2,8550000,900,2 out of 4,Super Area,Kelapa Gading,Makassar,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-04,2,5130000,900,4 out of 4,Carpet Area,Kebayoran Baru,Yogyakarta,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-05,2,2660000,120,1 out of 4,Super Area,Menteng,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-12,2,2660000,600,2 out of 4,Carpet Area,Cilandak,Palembang,Unfurnished,Bachelors,2,Contact Agent,IDR
2022-05-21,2,2660000,615,2 out of 4,Carpet Area,Wonokromo,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-14,1,1425000,225,Ground out of 2,Carpet Area,Lowokwaru,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-10,1,1900000,800,1 out of 4,Carpet Area,Panakkukang,Surabaya,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-04-29,1,1330000,400,4 out of 4,Carpet Area,Umbulharjo,Bandung,Semi-Furnished,Bachelors,1,Contact Owner,IDR
2022-04-29,1,4750000,800,4 out of 5,Super Area,Kelapa Gading,Medan,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-04-29,2,1710000,60,1 out of 3,Super Area,Kebayoran Baru,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-04-29,3,4180000,1000,1 out of 24,Super Area,Menteng,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-05,3,1900000,75,4 out of 5,Super Area,Cilandak,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-05,3,2090000,800,1 out of 4,Super Area,Wonokromo,Denpasar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-17,1,2375000,200,3 out of 3,Super Area,Lowokwaru,Palembang,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-14,3,2850000,800,2 out of 4,Carpet Area,Panakkukang,Malang,Unfurnished,Bachelors,2,Contact Agent,IDR
2022-05-10,2,6650000,80,1 out of 3,Super Area,Umbulharjo,Jakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-10,2,6650000,900,2 out of 4,Super Area,Kelapa Gading,Surabaya,Unfurnished,Family,2,Contact Owner,IDR
2022-05-10,2,9880000,1125,2 out of 5,Super Area,Kebayoran Baru,Bandung,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-04-29,3,2850000,900,3 out of 4,Super Area,Menteng,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-04,2,6080000,1100,3 out of 3,Carpet Area,Cilandak,Semarang,Unfurnished,Bachelors,2,Contact Agent,IDR
2022-06-04,1,2185000,400,2 out of 4,Carpet Area,Wonokromo,Makassar,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
2022-07-04,3,8550000,713,1 out of 1,Carpet Area,Lowokwaru,Yogyakarta,Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-07-07,2,3040000,700,4 out of 4,Carpet Area,Panakkukang,Denpasar,Unfurnished,Bachelors,1,Contact Agent,IDR
2022-05-21,2,3800000,1000,2 out of 3,Carpet Area,Umbulharjo,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-27,1,1330000,54,3 out of 5,Super Area,Kelapa Gading,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-04,3,16150000,200,3 out of 3,Carpet Area,Kebayoran Baru,Jakarta,Unfurnished,Bachelors,3,Contact Agent,IDR
2022-05-28,1,2850000,200,4 out of 4,Super Area,Menteng,Surabaya,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-03,2,4180000,800,3 out of 3,Super Area,Cilandak,Bandung,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-18,2,6080000,1000,1 out of 3,Super Area,Wonokromo,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-01,2,3800000,500,4 out of 4,Carpet Area,Lowokwaru,Semarang,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-06-04,1,6650000,300,3 out of 5,Super Area,Panakkukang,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-16,2,6650000,900,Ground out of 4,Carpet Area,Umbulharjo,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
2022-07-07,3,12350000,240,1 out of 4,Carpet Area,Kelapa Gading,Denpasar,Unfurnished,Bachelors/Family,3,Contact Agent,IDR
2022-05-12,2,2850000,650,Ground out of 3,Carpet Area,Kebayoran Baru,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-18,3,2280000,950,3 out of 5,Carpet Area,Menteng,Malang,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-05-10,1,1520000,500,Ground out of 3,Super Area,Cilandak,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-28,1,2090000,500,2 out of 5,Super Area,Wonokromo,Surabaya,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-10,2,2280000,450,4 out of 4,Super Area,Lowokwaru,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-16,4,26600000,2800,Ground out of 4,Carpet Area,Panakkukang,Medan,Semi-Furnished,Bachelors/Family,4,Contact Agent,IDR
2022-06-04,2,4560000,150,1 out of 2,Super Area,Umbulharjo,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-04,1,3800000,400,3 out of 4,Carpet Area,Kelapa Gading,Makassar,Furnished,Bachelors/Family,1,Contact Agent,IDR
2022-05-10,3,3040000,100,3 out of 4,Super Area,Kebayoran Baru,Yogyakarta,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-04,1,2850000,400,3 out of 4,Carpet Area,Menteng,Denpasar,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
2022-05-14,2,5415000,900,Ground out of 4,Carpet Area,Cilandak,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-05-05,3,5700000,1350,1 out of 7,Super Area,Wonokromo,Malang,Semi-Furnished,Family,3,Contact Owner,IDR
2022-07-04,1,3040000,500,1 out of 4,Super Area,Lowokwaru,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-06,3,15200000,1700,1 out of 4,Carpet Area,Panakkukang,Surabaya,Furnished,Bachelors,3,Contact Agent,IDR
2022-06-04,1,2090000,400,2 out of 4,Carpet Area,Umbulharjo,Bandung,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
2022-06-29,2,3990000,110,2 out of 3,Super Area,Kelapa Gading,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-04,3,1995000,1200,1 out of 4,Super Area,Kebayoran Baru,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-04-29,2,2850000,50,2 out of 4,Carpet Area,Menteng,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,3,3040000,100,2 out of 3,Super Area,Cilandak,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-07-04,2,8550000,1000,2 out of 3,Super Area,Wonokromo,Denpasar,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-03,1,1140000,63,4 out of 4,Super Area,Lowokwaru,Palembang,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-19,3,7600000,1800,Ground out of 3,Super Area,Panakkukang,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-09,2,6840000,1440,2 out of 3,Carpet Area,Umbulharjo,Jakarta,Semi-Furnished,Bachelors,2,Contact Agent,IDR
2022-05-27,2,2280000,55,Ground out of 4,Super Area,Kelapa Gading,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-27,3,8550000,1500,1 out of 12,Carpet Area,Kebayoran Baru,Bandung,Unfurnished,Bachelors,3,Contact Owner,IDR
2022-06-18,2,3800000,400,3,Super Area,Menteng,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-11,3,1900000,100,1 out of 4,Carpet Area,Cilandak,Semarang,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-29,2,950000,500,1 out of 3,Super Area,Wonokromo,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-27,2,1520000,100,Ground out of 3,Super Area,Lowokwaru,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-10,2,2470000,455,1 out of 4,Super Area,Panakkukang,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-04-29,2,2850000,80,3 out of 4,Carpet Area,Umbulharjo,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-04,2,1425000,450,Ground out of 2,Super Area,Kelapa Gading,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-08,1,1140000,400,Ground out of 1,Super Area,Kebayoran Baru,Jakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-23,4,19000000,300,1 out of 3,Super Area,Menteng,Surabaya,Unfurnished,Bachelors/Family,4,Contact Owner,IDR
2022-05-14,2,2280000,700,2 out of 3,Super Area,Cilandak,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-10,2,1900000,600,4 out of 5,Super Area,Wonokromo,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-10,2,1900000,800,2 out of 3,Super Area,Lowokwaru,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-23,2,2280000,950,2 out of 3,Super Area,Panakkukang,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-06,2,2850000,450,4 out of 4,Super Area,Umbulharjo,Yogyakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-30,1,1900000,450,1 out of 3,Carpet Area,Kelapa Gading,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-04,2,2280000,68,3 out of 5,Super Area,Kebayoran Baru,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-18,2,2755000,850,2 out of 4,Carpet Area,Menteng,Malang,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
2022-06-29,2,3515000,1000,3 out of 4,Super Area,Cilandak,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-04,1,4560000,600,4 out of 4,Carpet Area,Wonokromo,Surabaya,Furnished,Bachelors,1,Contact Agent,IDR
2022-05-27,2,2090000,65,Ground out of 4,Super Area,Lowokwaru,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-19,3,9880000,1700,1 out of 1,Carpet Area,Panakkukang,Medan,Semi-Furnished,Bachelors,3,Contact Agent,IDR
2022-07-06,3,13300000,1800,Ground out of 4,Carpet Area,Umbulharjo,Semarang,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-07-04,2,2280000,1000,3 out of 4,Super Area,Kelapa Gading,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-09,2,4180000,900,2 out of 4,Carpet Area,Kebayoran Baru,Yogyakarta,Semi-Furnished,Bachelors,2,Contact Agent,IDR
2022-06-10,4,38000000,2300,1 out of 1,Super Area,Menteng,Denpasar,Semi-Furnished,Bachelors/Family,4,Contact Owner,IDR
2022-05-01,2,3800000,75,1 out of 3,Super Area,Cilandak,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-18,3,8550000,200,1 out of 4,Carpet Area,Wonokromo,Malang,Semi-Furnished,Bachelors,3,Contact Agent,IDR
2022-05-23,1,1520000,200,2 out of 4,Carpet Area,Lowokwaru,Jakarta,Unfurnished,Bachelors,1,Contact Agent,IDR
2022-05-27,1,1520000,200,2 out of 4,Carpet Area,Panakkukang,Surabaya,Unfurnished,Bachelors,1,Contact Agent,IDR
2022-05-18,2,1805000,450,3 out of 4,Carpet Area,Umbulharjo,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
2022-07-07,2,4750000,750,1 out of 4,Carpet Area,Kelapa Gading,Medan,Furnished,Bachelors,2,Contact Agent,IDR
2022-05-27,2,2280000,400,1 out of 4,Carpet Area,Kebayoran Baru,Semarang,Unfurnished,Bachelors,1,Contact Agent,IDR
2022-06-11,2,4560000,84,1 out of 4,Carpet Area,Menteng,Makassar,Semi-Furnished,Bachelors,2,Contact Agent,IDR
2022-05-05,2,5130000,90,2 out of 3,Super Area,Cilandak,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-04,2,3420000,90,2 out of 4,Super Area,Wonokromo,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-20,2,3230000,500,1 out of 3,Super Area,Lowokwaru,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-10,2,2850000,75,4 out of 5,Super Area,Panakkukang,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-23,1,2470000,512,1 out of 3,Carpet Area,Umbulharjo,Jakarta,Furnished,Bachelors/Family,1,Contact Agent,IDR
2022-06-11,3,13300000,1500,1 out of 3,Carpet Area,Kelapa Gading,Surabaya,Semi-Furnished,Bachelors,3,Contact Agent,IDR
2022-07-09,1,2660000,446,2 out of 4,Super Area,Kebayoran Baru,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-14,3,6080000,1100,4 out of 5,Super Area,Menteng,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-10,1,760000,125,1 out of 2,Super Area,Cilandak,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-10,3,19000000,1800,3 out of 5,Super Area,Wonokromo,Makassar,Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-06-16,3,3800000,1300,1 out of 4,Super Area,Lowokwaru,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
2022-06-20,3,5700000,2000,7 out of 10,Super Area,Panakkukang,Denpasar,Semi-Furnished,Family,2,Contact Owner,IDR
2022-06-14,2,28500000,1200,2 out of 3,Carpet Area,Umbulharjo,Palembang,Furnished,Bachelors,2,Contact Owner,IDR
2022-06-30,3,3705000,125,1 out of 4,Super Area,Kelapa Gading,Malang,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-05-24,2,3420000,730,2 out of 3,Carpet Area,Kebayoran Baru,Jakarta,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
2022-05-07,2,4750000,160,3 out of 3,Carpet Area,Menteng,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-05,2,3420000,1000,Ground out of 2,Super Area,Cilandak,Bandung,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-05,1,1900000,450,1 out of 5,Super Area,Wonokromo,Medan,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-05,2,2280000,75,2 out of 4,Super Area,Lowokwaru,Semarang,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-18,3,4750000,2000,1 out of 3,Super Area,Panakkukang,Makassar,Semi-Furnished,Bachelors,3,Contact Agent,IDR
2022-06-18,4,7600000,2400,4 out of 4,Super Area,Umbulharjo,Yogyakarta,Unfurnished,Bachelors,3,Contact Agent,IDR
2022-06-18,2,5700000,1800,Ground out of 2,Super Area,Kelapa Gading,Denpasar,Semi-Furnished,Bachelors,2,Contact Agent,IDR
2022-06-18,3,5510000,1800,Ground out of 3,Super Area,Kebayoran Baru,Palembang,Unfurnished,Family,3,Contact Agent,IDR
2022-06-18,3,6650000,2200,2 out of 4,Super Area,Menteng,Malang,Unfurnished,Bachelors/Family,3,Contact Agent,IDR
2022-06-18,3,3990000,2200,Ground out of 2,Carpet Area,Cilandak,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-06-18,3,5890000,900,3 out of 4,Carpet Area,Wonokromo,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-05-05,2,1520000,75,2 out of 4,Super Area,Lowokwaru,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-05,2,2945000,75,2 out of 4,Super Area,Panakkukang,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-18,3,6080000,1800,3 out of 4,Carpet Area,Umbulharjo,Semarang,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-06-18,3,5700000,160,2 out of 4,Carpet Area,Kelapa Gading,Makassar,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-07-04,4,7980000,2700,2 out of 4,Carpet Area,Kebayoran Baru,Yogyakarta,Semi-Furnished,Bachelors,4,Contact Agent,IDR
2022-05-23,3,3895000,1050,3 out of 4,Carpet Area,Menteng,Denpasar,Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-05-09,3,11400000,1800,2 out of 3,Super Area,Cilandak,Palembang,Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-23,2,18050000,2700,1 out of 3,Super Area,Wonokromo,Malang,Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-05-14,1,3040000,499,2 out of 3,Carpet Area,Lowokwaru,Jakarta,Semi-Furnished,Family,1,Contact Owner,IDR
2022-05-17,1,1615000,450,3 out of 4,Carpet Area,Panakkukang,Surabaya,Unfurnished,Bachelors,1,Contact Agent,IDR
2022-05-05,1,2660000,60,3 out of 4,Super Area,Umbulharjo,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-11,3,26600000,2200,Ground out of 3,Super Area,Kelapa Gading,Medan,Unfurnished,Bachelors/Family,3,Contact Agent,IDR
2022-04-29,2,1520000,130,Ground out of 3,Super Area,Kebayoran Baru,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-04-29,3,2375000,650,3 out of 4,Super Area,Menteng,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-04-29,2,2660000,100,3 out of 4,Super Area,Cilandak,Yogyakarta,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-04-29,2,1140000,45,2 out of 3,Super Area,Wonokromo,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-04-29,2,1900000,600,2 out of 3,Super Area,Lowokwaru,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-10,3,2850000,800,Ground out of 4,Super Area,Panakkukang,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-08,3,1520000,1500,1 out of 1,Carpet Area,Umbulharjo,Jakarta,Unfurnished,Bachelors/Family,3,Contact Owner,IDR
2022-07-07,1,1900000,30,1 out of 5,Super Area,Kelapa Gading,Surabaya,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-12,1,1615000,55,Ground out of 3,Super Area,Kebayoran Baru,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-09,2,4750000,900,Ground out of 3,Carpet Area,Menteng,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-22,2,2470000,1000,1 out of 2,Carpet Area,Cilandak,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-27,1,1140000,360,1 out of 2,Super Area,Wonokromo,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-06,1,1330000,450,1 out of 4,Super Area,Lowokwaru,Yogyakarta,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-05,2,4180000,900,4 out of 5,Super Area,Panakkukang,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-04-29,2,7600000,1100,2 out of 4,Super Area,Umbulharjo,Palembang,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-05,2,4180000,700,Ground out of 2,Super Area,Kelapa Gading,Malang,Furnished,Bachelors/Family,2,Contact Owner,IDR
